metricId,category,unit,persona,surface,location,extracted,canonical,deltaAbs,deltaRel,toleranceAbs,toleranceRel,severity,triageCode,triage
dscr-min-normalized,debt,ratio,liberty,m2:narrative-bundle,narrative-bundle dscrMinNormalized (label=dscrMinNormalized),30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,liberty,m2:narrative-bundle,narrative-bundle cashRunwayMonths (label=cashRunwayMonths),11.12,11.12,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
reserve-months-last-year,cash,months,liberty,m2:narrative-bundle,narrative-bundle reserveMonthsLastYear (label=reserveMonthsLastYear),77.70,77.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-trough-ending-cash,cash,usd,liberty,m2:narrative-bundle,narrative-bundle troughEndingCash (label=troughEndingCash),2258592,2258592,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,liberty,m2:narrative-bundle,narrative-bundle breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-students-y1,capacity_breakeven,count,liberty,m2:narrative-bundle,narrative-bundle breakEvenStudentsY1 (label=breakEvenStudentsY1),93,93,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
founder-comp-adjustment,founder_comp,usd,liberty,m2:narrative-bundle,narrative-bundle founderCompTotalDelta (label=founderCompTotalDelta),344883,344883,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:narrative-bundle,narrative-bundle revenueQualityY1.contractedPct (label=contractedPct),0.00,0.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:narrative-bundle,narrative-bundle revenueQualityY1.projectedPct (label=projectedPct),1.03,1.03,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:narrative-bundle,narrative-bundle revenueQualityY1.donorDependentPct (label=donorDependentPct),4.27,4.27,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:narrative-bundle,narrative-bundle revenueQualityY1.policyDependentPct (label=policyDependentPct),94.70,94.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
lender-readiness-cap,rating,text,oakwood,m2:lender-packet,lender-packet lenderReadiness.result.cap.taggedFraction (label=taggedFraction),0,0,0,0.0000%,0,—,skipped-structural,exact-text-match,exact-text-match (M2 leaf → registry metric)
cash-runway-months,cash,months,oakwood,m2:lender-packet,lender-packet lenderStressTests.base.cashRunwayMonths (label=cashRunwayMonths),3.10,3.10,0.00,0.0047%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,oakwood,m2:lender-packet,lender-packet lenderStressTests.base.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-year-series-normalized,debt,ratio,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.dscrY1Normalized (label=dscrY1Normalized),3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-min-normalized,debt,ratio,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.dscrMinNormalized (label=dscrMinNormalized),3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.cashRunwayMonths (label=cashRunwayMonths),3.10,3.10,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
reserve-months-last-year,cash,months,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.reserveMonthsLastYear (label=reserveMonthsLastYear),18.90,18.90,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-trough-ending-cash,cash,usd,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.troughEndingCash (label=troughEndingCash),34397,34397,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-students-y1,capacity_breakeven,count,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.breakEvenStudentsY1 (label=breakEvenStudentsY1),17,17,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
founder-comp-adjustment,founder_comp,usd,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.founderCompTotalDelta (label=founderCompTotalDelta),67895,67895,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.revenueQualityY1.contractedPct (label=contractedPct),85.94,85.94,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.revenueQualityY1.projectedPct (label=projectedPct),2.51,2.51,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.revenueQualityY1.donorDependentPct (label=donorDependentPct),11.55,11.55,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:lender-packet,lender-packet lenderCommentary.bundle.revenueQualityY1.policyDependentPct (label=policyDependentPct),0.00,0.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-year-series-normalized,debt,ratio,oakwood,m2:board-packet,board-packet boardCommentary.bundle.dscrY1Normalized (label=dscrY1Normalized),3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-min-normalized,debt,ratio,oakwood,m2:board-packet,board-packet boardCommentary.bundle.dscrMinNormalized (label=dscrMinNormalized),3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,oakwood,m2:board-packet,board-packet boardCommentary.bundle.cashRunwayMonths (label=cashRunwayMonths),3.10,3.10,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
reserve-months-last-year,cash,months,oakwood,m2:board-packet,board-packet boardCommentary.bundle.reserveMonthsLastYear (label=reserveMonthsLastYear),18.90,18.90,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-trough-ending-cash,cash,usd,oakwood,m2:board-packet,board-packet boardCommentary.bundle.troughEndingCash (label=troughEndingCash),34397,34397,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,oakwood,m2:board-packet,board-packet boardCommentary.bundle.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-students-y1,capacity_breakeven,count,oakwood,m2:board-packet,board-packet boardCommentary.bundle.breakEvenStudentsY1 (label=breakEvenStudentsY1),17,17,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
founder-comp-adjustment,founder_comp,usd,oakwood,m2:board-packet,board-packet boardCommentary.bundle.founderCompTotalDelta (label=founderCompTotalDelta),67895,67895,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:board-packet,board-packet boardCommentary.bundle.revenueQualityY1.contractedPct (label=contractedPct),85.94,85.94,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:board-packet,board-packet boardCommentary.bundle.revenueQualityY1.projectedPct (label=projectedPct),2.51,2.51,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:board-packet,board-packet boardCommentary.bundle.revenueQualityY1.donorDependentPct (label=donorDependentPct),11.55,11.55,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:board-packet,board-packet boardCommentary.bundle.revenueQualityY1.policyDependentPct (label=policyDependentPct),0.00,0.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-year-series-normalized,debt,ratio,oakwood,m2:board-packet,board-packet grantCommentary.bundle.dscrY1Normalized (label=dscrY1Normalized),3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-min-normalized,debt,ratio,oakwood,m2:board-packet,board-packet grantCommentary.bundle.dscrMinNormalized (label=dscrMinNormalized),3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,oakwood,m2:board-packet,board-packet grantCommentary.bundle.cashRunwayMonths (label=cashRunwayMonths),3.10,3.10,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
reserve-months-last-year,cash,months,oakwood,m2:board-packet,board-packet grantCommentary.bundle.reserveMonthsLastYear (label=reserveMonthsLastYear),18.90,18.90,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-trough-ending-cash,cash,usd,oakwood,m2:board-packet,board-packet grantCommentary.bundle.troughEndingCash (label=troughEndingCash),34397,34397,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,oakwood,m2:board-packet,board-packet grantCommentary.bundle.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-students-y1,capacity_breakeven,count,oakwood,m2:board-packet,board-packet grantCommentary.bundle.breakEvenStudentsY1 (label=breakEvenStudentsY1),17,17,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
founder-comp-adjustment,founder_comp,usd,oakwood,m2:board-packet,board-packet grantCommentary.bundle.founderCompTotalDelta (label=founderCompTotalDelta),67895,67895,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:board-packet,board-packet grantCommentary.bundle.revenueQualityY1.contractedPct (label=contractedPct),85.94,85.94,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:board-packet,board-packet grantCommentary.bundle.revenueQualityY1.projectedPct (label=projectedPct),2.51,2.51,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:board-packet,board-packet grantCommentary.bundle.revenueQualityY1.donorDependentPct (label=donorDependentPct),11.55,11.55,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:board-packet,board-packet grantCommentary.bundle.revenueQualityY1.policyDependentPct (label=policyDependentPct),0.00,0.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,oakwood,m2:board-packet,board-packet lenderStressTests.base.cashRunwayMonths (label=cashRunwayMonths),3.10,3.10,0.00,0.0047%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,oakwood,m2:board-packet,board-packet lenderStressTests.base.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-year-series-normalized,debt,ratio,oakwood,m2:narrative-bundle,narrative-bundle dscrY1Normalized (label=dscrY1Normalized),3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-min-normalized,debt,ratio,oakwood,m2:narrative-bundle,narrative-bundle dscrMinNormalized (label=dscrMinNormalized),3.110,3.110,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,oakwood,m2:narrative-bundle,narrative-bundle cashRunwayMonths (label=cashRunwayMonths),3.10,3.10,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
reserve-months-last-year,cash,months,oakwood,m2:narrative-bundle,narrative-bundle reserveMonthsLastYear (label=reserveMonthsLastYear),18.90,18.90,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-trough-ending-cash,cash,usd,oakwood,m2:narrative-bundle,narrative-bundle troughEndingCash (label=troughEndingCash),34397,34397,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,oakwood,m2:narrative-bundle,narrative-bundle breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-students-y1,capacity_breakeven,count,oakwood,m2:narrative-bundle,narrative-bundle breakEvenStudentsY1 (label=breakEvenStudentsY1),17,17,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
founder-comp-adjustment,founder_comp,usd,oakwood,m2:narrative-bundle,narrative-bundle founderCompTotalDelta (label=founderCompTotalDelta),67895,67895,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:narrative-bundle,narrative-bundle revenueQualityY1.contractedPct (label=contractedPct),85.94,85.94,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:narrative-bundle,narrative-bundle revenueQualityY1.projectedPct (label=projectedPct),2.51,2.51,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:narrative-bundle,narrative-bundle revenueQualityY1.donorDependentPct (label=donorDependentPct),11.55,11.55,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,oakwood,m2:narrative-bundle,narrative-bundle revenueQualityY1.policyDependentPct (label=policyDependentPct),0.00,0.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
lender-readiness-cap,rating,text,riverside,m2:lender-packet,lender-packet lenderReadiness.result.cap.taggedFraction (label=taggedFraction),0,0,0,0.0000%,0,—,skipped-structural,exact-text-match,exact-text-match (M2 leaf → registry metric)
cash-runway-months,cash,months,riverside,m2:lender-packet,lender-packet lenderStressTests.base.cashRunwayMonths (label=cashRunwayMonths),17.50,17.54,-0.04,0.2281%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
